crawled_at,metal,category,product,sell_price,buy_price,url
2026-04-24 15:45:15,silver,BẢNG GIÁ VÀNG THAM KHẢO,- Vàng Kim Quy Tụ Tài 9999 (0.1 chỉ),1686000,1656000,"https://anmint.vn/shop/vang-my-nghe-kim-quy-tu-tai-1-phan-9999-2705#attribute_values=380,374,13,352,79,80,37,38,42"
2026-04-24 15:45:15,silver,BẢNG GIÁ VÀNG THAM KHẢO,- Vàng Kim Phụng Cát Tường 9999 (0.1 chỉ),1686000,1656000,"https://anmint.vn/shop/vang-my-nghe-kim-phung-cat-tuong-1-phan-9999-2703#attribute_values=380,374,13,352,79,80,37,38,42"
2026-04-24 15:45:15,silver,BẢNG GIÁ VÀNG THAM KHẢO,Vàng Kim Thần Tài 9999 (1 chỉ),16860000,16560000,https://giabac.ancarat.com
2026-04-24 15:45:15,silver,BẢNG GIÁ VÀNG THAM KHẢO,Vàng Kim Thần Tài 9999 (0.5 chỉ),8430000,8280000,https://giabac.ancarat.com
2026-04-24 15:45:15,silver,BẢNG GIÁ VÀNG THAM KHẢO,Vàng Nhẫn Tích Tài 9999 (1 chỉ),16710000,16410000,https://giabac.ancarat.com
2026-04-24 15:45:15,silver,BẢNG GIÁ VÀNG THAM KHẢO,Nhẫn Vàng ACR 9999 (1 chỉ),16710000,16410000,https://giabac.ancarat.com
2026-04-24 17:00:02,silver,NHÓM BẠC TÍCH TRỮ ĐANG PHÁT HÀNH,Ngân Long Quảng Tiến 999 - 1 lượng,2896000,2809000,https://ancarat.com/san-pham/ngan-long-quang-tien-1-luong-999-silver-bar.html
2026-04-24 17:00:02,silver,NHÓM BẠC TÍCH TRỮ ĐANG PHÁT HÀNH,Ngân Long Quảng Tiến 999 - 5 lượng,14480000,14045000,https://ancarat.com/san-pham/ngan-long-quang-tien-5-luong-999-2026.html
2026-04-24 17:00:02,silver,NHÓM BẠC TÍCH TRỮ ĐANG PHÁT HÀNH,Ngân Long Quảng Tiến 999 - 1 Kilo,77227000,74907000,https://ancarat.com/san-pham/ngan-long-quang-tien-1-kilo-999-2026.html
2026-04-24 17:00:02,silver,NHÓM BẠC TÍCH TRỮ ĐANG PHÁT HÀNH,Bắc Sư Tử 999 - 1 lượng,2896000,2809000,https://ancarat.com/san-pham/bac-su-tu-5-luong-999-silver-bar.html
2026-04-24 17:00:02,silver,NHÓM BẠC TÍCH TRỮ ĐANG PHÁT HÀNH,Bắc Sư Tử 999 - 5 lượng,14480000,14045000,https://ancarat.com/san-pham/bac-su-tu-5-luong-999-silver-bar1.html
2026-04-24 17:00:02,silver,NHÓM BẠC TÍCH TRỮ ĐANG PHÁT HÀNH,Ngân Phụng Cát Tường 999 - 1 lượng,2896000,2809000,https://ancarat.com/san-pham/ngan-phung-cat-tuong-ancarat-1-luong.html
2026-04-24 17:00:02,silver,NHÓM BẠC TÍCH TRỮ ĐANG PHÁT HÀNH,Ngân Quy Tụ Bảo 999 - 1 lượng,2896000,2809000,https://ancarat.com/san-pham/ngan-quy-tu-bao-1-luong-999-silver-bar.html
2026-04-24 17:00:02,silver,NHÓM BẠC TÍCH TRỮ ĐANG PHÁT HÀNH,Kim Ngân Mã 999 - 1 lượng,2901000,2818000,https://ancarat.com/san-pham/kim-ngan-ma-1-luong-999-antique-silver-coin.html
2026-04-24 17:00:02,silver,NHÓM BẠC TÍCH TRỮ ĐANG PHÁT HÀNH,Ngân Lân Thịnh Vượng 999 - 1 lượng,0,0,https://giabac.ancarat.com
2026-04-24 17:00:02,silver,NHÓM BẠC TÍCH TRỮ ĐANG PHÁT HÀNH,Bạc thương hiệu khác 999 (lượng),,2625200,https://giabac.ancarat.com
2026-04-24 17:00:02,silver,BẠC TÍCH TRỮ MỸ NGHỆ,"Đông Sơn Tụ Bảo 999 - 1000 gram (20,000 bản)",77360000,75078000,https://ancarat.com/san-pham/dong-son-tu-bao-999-1000-gram.html
2026-04-24 17:00:02,silver,BẠC TÍCH TRỮ MỸ NGHỆ,Set Packing hộp đựng Đông Sơn Tụ Bảo (1000 bộ),1000000,0,https://giabac.ancarat.com
2026-04-24 17:00:02,silver,BẠC TÍCH TRỮ MỸ NGHỆ,Đông Sơn Tụ Bảo 999 - 5000 gram (500 bản),391800000,375390000,https://giabac.ancarat.com
2026-04-24 17:00:02,silver,BẠC MỸ NGHỆ CÓ THỂ ĐẶT MUA,"Hung Kings’ Memorial Day 2026 1 lượng .999 Silver Bar (10,000)",3049000,2814000,https://ancarat.com/san-pham/bac-mieng-hung-vuong-2026-1-luong-999-silver-bar.html
2026-04-24 17:00:02,silver,BẠC MỸ NGHỆ CÓ THỂ ĐẶT MUA,"Con Rồng Cháu Tiên 999 - 5 lượng (5,000 bản)",14755000,14090000,https://ancarat.com/san-pham/con-rong-chau-tien-5-luong-999-silver-coin.html
2026-04-24 17:00:02,silver,BẠC MỸ NGHỆ CÓ THỂ ĐẶT MUA,Thần Tài Vạn Phúc 999 - 5 lượng,14755000,14090000,https://ancarat.com/san-pham/than-tai-van-phuc-5-luong-999-antique-silver-coin.html
2026-04-24 17:00:02,silver,BẠC MỸ NGHỆ CÓ THỂ ĐẶT MUA,"Năm ngựa: Ngân Mã Vượng Phát 999 - 1 lượng (20,000 bản)",3049000,2814000,https://ancarat.com/san-pham/ngan-ma-vuong-phat-1-luong.html
2026-04-24 17:00:02,silver,BẠC MỸ NGHỆ CÓ THỂ ĐẶT MUA,"Năm ngựa: Song Mã Hưng Thịnh 999 - 1 lượng (20,000 bản)",3049000,2814000,https://ancarat.com/san-pham/song-ma-hung-thinh-1-luong.html
2026-04-24 17:00:02,silver,BẠC MỸ NGHỆ CÓ THỂ ĐẶT MUA,"Năm ngựa: Mã Đáo Thành Công 999 - 1 lượng (10,000 bản)",3049000,2814000,https://ancarat.com/san-pham/ma-dao-thanh-cong.html
2026-04-24 17:00:02,silver,BẠC MỸ NGHỆ CÓ THỂ ĐẶT MUA,"Năm ngựa: Mã đáo thành công 999 - thanh 10 lượng (5,000 bản)",30120000,28140000,https://ancarat.com/san-pham/ma-dao-thanh-cong-10-luong-999-silver-bar.html
2026-04-24 17:00:02,silver,BẠC MỸ NGHỆ CÓ THỂ ĐẶT MUA,"Huế 999 - miếng 1 lượng (10,000 bản)",3062000,2814000,https://ancarat.com/san-pham/2025-hue-ancient-capital-1-luong-999-silver-bar.html
2026-04-24 17:00:02,silver,BẠC MỸ NGHỆ CÓ THỂ ĐẶT MUA,"Sài Gòn 999 - miếng 1 lượng (10,000  bản)",3062000,2814000,https://ancarat.com/san-pham/ben-thanh-market-1-luong-999-silver-bar.html
2026-04-24 17:00:02,silver,BẠC MỸ NGHỆ CÓ THỂ ĐẶT MUA,"Hà Nội 999 - miếng 1 lượng (10,000 bản)",3062000,2814000,https://ancarat.com/san-pham/hanoi-turtle-tower-1-luong-999-silver-bar.html
2026-04-24 17:00:02,silver,BẠC MỸ NGHỆ CÓ THỂ ĐẶT MUA,"Nam Kim Thành 999 - 1 lượng (10,000 bản)",3049000,2814000,https://ancarat.com/san-pham/nam-kim-thanh-1-luong-999-silver-bar.html
2026-04-24 17:00:02,silver,BẠC MỸ NGHỆ CÓ THỂ ĐẶT MUA,"Bitcoin 999 - xu 1 lượng (10,000 bản)",3049000,2814000,https://ancarat.com/san-pham/bitcoin-1-luong-999-silver-coin.html
2026-04-24 17:00:02,silver,BẠC MỸ NGHỆ CÓ THỂ ĐẶT MUA,"Phật Quang Phổ Chiếu .999 antique silver coin - 1 oz (5,000 bản)",3062000,2814000,https://ancarat.com/san-pham/phat-quang-pho-chieu-1-troy-ounce-999-antique-silver-coin.html
2026-04-24 17:00:02,silver,BẠC MỸ NGHỆ CÓ THỂ ĐẶT MUA,12 con giáp 999 - xu 1 chỉ,411000,281000,https://ancarat.com/san-pham/xu-bac-12-con-giap-1-chi-999.html
2026-04-24 17:00:02,silver,BẠC CHỦ ĐỀ QUÀ TẶNG NĂM MỚI,Set Tố Nữ 4 cô bạc 999 - 4 lượng (5000 bản),12248000,11256000,https://ancarat.com/san-pham/to-nu-set-4-mieng-1-luong-mieng.html
2026-04-24 17:00:02,silver,BẠC CHỦ ĐỀ QUÀ TẶNG NĂM MỚI,"Hoa Khai Phú Quý 999 - miếng 1 lượng (10,000 bản)",3062000,2814000,https://ancarat.com/san-pham/hoa-khai-phu-quy-1-luong-999-silver-bar-1.html
2026-04-24 17:00:02,silver,BẠC CHỦ ĐỀ QUÀ TẶNG NĂM MỚI,"Set quà cuối năm 2025 Lân * Sư * Rồng - 15 lượng (1,000 bản)",43640000,42135000,https://giabac.ancarat.com
2026-04-24 17:00:02,silver,BẠC CHỦ ĐỀ QUÀ TẶNG NĂM MỚI,"2025 Year of The Snake 1 lượng .999 Silver Bar (10,000 bản)",3062000,2814000,https://ancarat.com/san-pham/2025-year-of-the-snake-1-luong-999-silver-bar.html
2026-04-24 17:00:02,silver,BẠC CHỦ ĐỀ QUÀ TẶNG GIÁNG SINH,Bộ sưu tập Noel 999 bản trắng - 1 lượng,2896000,2818000,"https://anmint.vn/shop/bm28-xu-bac-nguoi-tuyet-va-cay-thong-1-luong-999-2686?attribute_value=4-11#attribute_values=5,11,14,33,34,35,37,38,42"
2026-04-24 17:00:02,silver,BẠC CHỦ ĐỀ QUÀ TẶNG GIÁNG SINH,Noel Người Tuyết 999 bản màu gồm hộp - 1 lượng,3076000,2818000,"https://anmint.vn/shop/xu-bac-nguoi-tuyet-va-cay-thong-1-luong-999-2686?attribute_value=4-11#attribute_values=5,11,14,33,34,35,37,38,42"
2026-04-24 17:00:02,silver,BẠC CHỦ ĐỀ QUÀ TẶNG GIÁNG SINH,Ông Già Noel 999 bản màu gồm hộp đựng - 1 lượng,3076000,2818000,"https://anmint.vn/shop/xu-bac-cau-be-banh-gung-1-luong-999-2687#attribute_values=5,11,14,33,34,35,38,37"
2026-04-24 17:00:02,silver,BẠC CHỦ ĐỀ QUÀ TẶNG GIÁNG SINH,Noel Cậu Bé Bánh Gừng 999 bản màu gồm hộp đựng - 1 lượng,3076000,2818000,"https://anmint.vn/shop/xu-bac-cau-be-banh-gung-1-luong-999-2687#attribute_values=5,11,14,33,34,35,38,37"
2026-04-24 17:00:02,silver,BẠC TÍCH TRỮ NGƯNG PHÁT HÀNH MỚI,"Bạch Lân Thịnh Vượng 2025 999 - 1 lượng (20,000 bản)",2901000,2818000,https://ancarat.com/san-pham/bach-lan-thinh-vuong-1-luong-999-silver-bar.html
2026-04-24 17:00:02,silver,BẠC TÍCH TRỮ NGƯNG PHÁT HÀNH MỚI,"2025 Year of The Snake 1 lượng .999 Silver Coin (2,000 bản)",2896000,2809000,https://giabac.ancarat.com
2026-04-24 17:00:02,silver,BẠC TÍCH TRỮ NGƯNG PHÁT HÀNH MỚI,Bạc thỏi 2025 Ancarat 999 - 375 gram,28622000,27779000,https://ancarat.com/san-pham/bac-thoi-2025-ancarat-999-375-gram.html
2026-04-24 17:00:02,silver,BẠC TÍCH TRỮ NGƯNG PHÁT HÀNH MỚI,Bạc thỏi 2025 Ancarat 999 - 500 gram,38163000,37038000,https://ancarat.com/san-pham/bac-thoi-2025-ancarat-999-500-gram.html
2026-04-24 17:00:02,silver,BẠC TÍCH TRỮ NGƯNG PHÁT HÀNH MỚI,Bạc thỏi 2025 Ancarat 999 - 1000 gram,76326000,74076000,https://ancarat.com/san-pham/bac-thoi-2025-ancarat-999-1000-gram.html
2026-04-24 17:00:02,silver,BẠC TÍCH TRỮ NGƯNG PHÁT HÀNH MỚI,Bạc miếng 2024 Ancarat 999 - 1 lượng,2881000,2812000,https://giabac.ancarat.com
2026-04-24 17:00:02,silver,BẠC TÍCH TRỮ NGƯNG PHÁT HÀNH MỚI,Bạc miếng 2024 Ancarat 999 - 5 lượng,14405000,14060000,https://giabac.ancarat.com
2026-04-24 17:00:02,silver,BẠC TÍCH TRỮ NGƯNG PHÁT HÀNH MỚI,Bạc miếng 2024 Ancarat 999 - 500 gram,38413000,37493000,https://giabac.ancarat.com
2026-04-24 17:00:02,silver,BẠC TÍCH TRỮ NGƯNG PHÁT HÀNH MỚI,Bạc miếng 2024 Ancarat 999 - 1000 gram,76881000,74986000,https://giabac.ancarat.com
2026-04-24 17:00:02,silver,BẠC MỸ NGHỆ ĐANG HẾT HÀNG,"Ngân Phụng Cát Tường bạc 999 - 1 lượng (3,000 bản hợp tác VietinBank Gold)",3062000,2975000,https://ancarat.com/san-pham/the-atm-ngan-phung-cat-tuong-1-luong-999-silver-bar.html
2026-04-24 17:00:02,silver,BẠC MỸ NGHỆ ĐANG HẾT HÀNG,Set combo Bắc Sư Tử 1 chỉ Vàng 9999 và 1 lượng bạc 999 (500 bản),19956000,19369000,"https://anmint.vn/shop/combo-vang-bac-my-nghe-bac-su-tu-2685#attribute_values=377,376,75,33,378,80,38,42"
2026-04-24 17:00:02,silver,BẠC MỸ NGHỆ ĐANG HẾT HÀNG,"Quan Âm Long Toạ .999 antique silver coin - 1oz (5,000 bản)",3062000,2814000,https://ancarat.com/san-pham/quan-am-long-toa-1-troy-ounce-999-antique-silver-coin.html
2026-04-24 17:00:02,silver,BẠC MỸ NGHỆ ĐANG HẾT HÀNG,Father's Day 999 - miếng 5 chỉ (500 bản),1705000,1405000,https://ancarat.com/san-pham/father-s-day-5-chi-999-silver-bar.html
2026-04-24 17:00:02,silver,BẠC MỸ NGHỆ ĐANG HẾT HÀNG,"Mother's Day 999 - miếng 5 chỉ (1,000 bản)",1705000,1405000,https://ancarat.com/san-pham/mother-s-day-999-5-chi-999-silver-bar.html
2026-04-24 17:00:02,silver,BẠC MỸ NGHỆ ĐANG HẾT HÀNG,"Happy Womans Day 999 - miếng 5 chỉ (1,000 bản)",1705000,1405000,https://ancarat.com/san-pham/happy-womans-day-5-chi-ms02-999-silver-bar.html
2026-04-24 17:00:02,silver,BẠC MỸ NGHỆ ĐANG HẾT HÀNG,"Set Trung Thu 2025 Lân * Sư * Rồng 999 - 3 lượng (1,000 bản)",8888000,8427000,https://anmint.vn/shop/bo-suu-tap-qua-tang-lan-su-rong-785?attribute_value=4-12#attribute_values=12
2026-04-24 17:00:02,silver,BẠC MỸ NGHỆ ĐANG HẾT HÀNG,"80 năm Ngày Độc Lập 5 lượng .999 Silver Bar (5,000 bản)",14755000,14090000,https://ancarat.com/san-pham/bac-mieng-999-5-luong-80-nam-ngay-doc-lap.html
2026-04-24 17:00:02,silver,BẠC MỸ NGHỆ ĐANG HẾT HÀNG,The Legend of Gióng 999 - miếng 5 chỉ (500 bản),1705000,1405000,https://ancarat.com/san-pham/the-legend-of-giong-5-chi-999-silver-bar-bac-mieng-thanh-giong.html
2026-04-24 17:00:02,silver,BẠC MỸ NGHỆ ĐANG HẾT HÀNG,50 năm giải phóng miền Nam 999 - miếng 5 chỉ (500 bản),1705000,1405000,https://giabac.ancarat.com
2026-04-24 17:00:02,silver,BẠC MỸ NGHỆ ĐANG HẾT HÀNG,"1985 năm khởi nghĩa Hai Bà Trưng 999 - miếng 1 lượng (1,000 bản)",3049000,2814000,https://ancarat.com/san-pham/1985-nam-khoi-nghia-hai-ba-trung-1-luong-999-silver-bar-BM14.html
2026-04-24 17:00:02,silver,BẠC MỸ NGHỆ ĐANG HẾT HÀNG,50 năm giải phóng miền Nam 999 - miếng 1 lượng (500 bản),3049000,2814000,https://ancarat.com/san-pham/50-nam-giai-phong-mien-nam-999-mieng-1-luong-500-ban.html
2026-04-24 17:00:02,silver,BẠC MỸ NGHỆ ĐANG HẾT HÀNG,Hung Kings'  Memorial Day 999 - miếng 5 chỉ (200 bản),1705000,1405000,https://ancarat.com/san-pham/hung-kings-memorial-day-5-chi-999-silver-bar.html
2026-04-24 17:00:02,silver,BẠC TRANG SỨC,Bạc trang sức 999 (gram),76326,68150,https://giabac.ancarat.com
2026-04-24 17:00:02,silver,BẠC TRANG SỨC,Bạc trang sức 925 (gram),70983,62224,https://giabac.ancarat.com
2026-04-24 17:00:02,silver,BẢNG GIÁ VÀNG THAM KHẢO,Vàng Kim Ấn Trần Triều 9999 (1 chỉ),16860000,16560000,https://giabac.ancarat.com
2026-04-24 17:00:02,silver,BẢNG GIÁ VÀNG THAM KHẢO,Vàng Nam Kim Thành 9999 (1 chỉ),16860000,16560000,https://giabac.ancarat.com
2026-04-24 17:00:02,silver,BẢNG GIÁ VÀNG THAM KHẢO,Vàng Bắc Sư Tử 9999 (1 chỉ),16860000,16560000,https://giabac.ancarat.com
2026-04-24 17:00:02,silver,BẢNG GIÁ VÀNG THAM KHẢO,Set Vàng Tứ Linh Hội Tụ 9999 (0.1 chỉ x 4),6744000,6624000,https://giabac.ancarat.com
2026-04-24 17:00:02,silver,BẢNG GIÁ VÀNG THAM KHẢO,- Vàng Kim Long Quảng Tiến 9999 (0.1 chỉ),1686000,1656000,"https://anmint.vn/shop/vang-my-nghe-kim-long-quang-tien-1-phan-9999-2701#attribute_values=380,374,13,352,79,80,37,38,42"
2026-04-24 17:00:02,silver,BẢNG GIÁ VÀNG THAM KHẢO,- Vàng Kim Lân Thịnh Vượng 9999 (0.1 chỉ),1686000,1656000,"https://anmint.vn/shop/vang-my-nghe-kim-lan-thinh-vuong-1-phan-9999-2704#attribute_values=380,374,13,352,79,80,37,38,42"
2026-04-24 17:00:02,silver,BẢNG GIÁ VÀNG THAM KHẢO,- Vàng Kim Quy Tụ Tài 9999 (0.1 chỉ),1686000,1656000,"https://anmint.vn/shop/vang-my-nghe-kim-quy-tu-tai-1-phan-9999-2705#attribute_values=380,374,13,352,79,80,37,38,42"
2026-04-24 17:00:02,silver,BẢNG GIÁ VÀNG THAM KHẢO,- Vàng Kim Phụng Cát Tường 9999 (0.1 chỉ),1686000,1656000,"https://anmint.vn/shop/vang-my-nghe-kim-phung-cat-tuong-1-phan-9999-2703#attribute_values=380,374,13,352,79,80,37,38,42"
2026-04-24 17:00:02,silver,BẢNG GIÁ VÀNG THAM KHẢO,Vàng Kim Thần Tài 9999 (1 chỉ),16860000,16560000,https://giabac.ancarat.com
2026-04-24 17:00:02,silver,BẢNG GIÁ VÀNG THAM KHẢO,Vàng Kim Thần Tài 9999 (0.5 chỉ),8430000,8280000,https://giabac.ancarat.com
2026-04-24 17:00:02,silver,BẢNG GIÁ VÀNG THAM KHẢO,Vàng Nhẫn Tích Tài 9999 (1 chỉ),16710000,16410000,https://giabac.ancarat.com
2026-04-24 17:00:02,silver,BẢNG GIÁ VÀNG THAM KHẢO,Nhẫn Vàng ACR 9999 (1 chỉ),16710000,16410000,https://giabac.ancarat.com
2026-04-28 10:00:03,silver,NHÓM BẠC TÍCH TRỮ ĐANG PHÁT HÀNH,Ngân Long Quảng Tiến 999 - 1 lượng,2892000,2805000,https://ancarat.com/san-pham/ngan-long-quang-tien-1-luong-999-silver-bar.html
2026-04-28 10:00:03,silver,NHÓM BẠC TÍCH TRỮ ĐANG PHÁT HÀNH,Ngân Long Quảng Tiến 999 - 5 lượng,14460000,14025000,https://ancarat.com/san-pham/ngan-long-quang-tien-5-luong-999-2026.html
2026-04-28 10:00:03,silver,NHÓM BẠC TÍCH TRỮ ĐANG PHÁT HÀNH,Ngân Long Quảng Tiến 999 - 1 Kilo,77120000,74800000,https://ancarat.com/san-pham/ngan-long-quang-tien-1-kilo-999-2026.html
2026-04-28 10:00:03,silver,NHÓM BẠC TÍCH TRỮ ĐANG PHÁT HÀNH,Bắc Sư Tử 999 - 1 lượng,2892000,2805000,https://ancarat.com/san-pham/bac-su-tu-5-luong-999-silver-bar.html
2026-04-28 10:00:03,silver,NHÓM BẠC TÍCH TRỮ ĐANG PHÁT HÀNH,Bắc Sư Tử 999 - 5 lượng,14460000,14025000,https://ancarat.com/san-pham/bac-su-tu-5-luong-999-silver-bar1.html
2026-04-28 10:00:03,silver,NHÓM BẠC TÍCH TRỮ ĐANG PHÁT HÀNH,Ngân Phụng Cát Tường 999 - 1 lượng,2892000,2805000,https://ancarat.com/san-pham/ngan-phung-cat-tuong-ancarat-1-luong.html
2026-04-28 10:00:03,silver,NHÓM BẠC TÍCH TRỮ ĐANG PHÁT HÀNH,Ngân Quy Tụ Bảo 999 - 1 lượng,2892000,2805000,https://ancarat.com/san-pham/ngan-quy-tu-bao-1-luong-999-silver-bar.html
2026-04-28 10:00:03,silver,NHÓM BẠC TÍCH TRỮ ĐANG PHÁT HÀNH,Kim Ngân Mã 999 - 1 lượng,2897000,2814000,https://ancarat.com/san-pham/kim-ngan-ma-1-luong-999-antique-silver-coin.html
2026-04-28 10:00:03,silver,NHÓM BẠC TÍCH TRỮ ĐANG PHÁT HÀNH,Ngân Lân Thịnh Vượng 999 - 1 lượng,0,0,https://giabac.ancarat.com
2026-04-28 10:00:03,silver,NHÓM BẠC TÍCH TRỮ ĐANG PHÁT HÀNH,Bạc thương hiệu khác 999 (lượng),,2602800,https://giabac.ancarat.com
2026-04-28 10:00:03,silver,BẠC TÍCH TRỮ MỸ NGHỆ,"Đông Sơn Tụ Bảo 999 - 1000 gram (20,000 bản)",77253000,74974000,https://ancarat.com/san-pham/dong-son-tu-bao-999-1000-gram.html
2026-04-28 10:00:03,silver,BẠC TÍCH TRỮ MỸ NGHỆ,Set Packing hộp đựng Đông Sơn Tụ Bảo (1000 bộ),1000000,0,https://giabac.ancarat.com
2026-04-28 10:00:03,silver,BẠC TÍCH TRỮ MỸ NGHỆ,Đông Sơn Tụ Bảo 999 - 5000 gram (500 bản),391265000,374870000,https://giabac.ancarat.com
2026-04-28 10:00:03,silver,BẠC MỸ NGHỆ CÓ THỂ ĐẶT MUA,"Hung Kings’ Memorial Day 2026 1 lượng .999 Silver Bar (10,000)",3045000,2810000,https://ancarat.com/san-pham/bac-mieng-hung-vuong-2026-1-luong-999-silver-bar.html
2026-04-28 10:00:03,silver,BẠC MỸ NGHỆ CÓ THỂ ĐẶT MUA,"Con Rồng Cháu Tiên 999 - 5 lượng (5,000 bản)",14735000,14070000,https://ancarat.com/san-pham/con-rong-chau-tien-5-luong-999-silver-coin.html
2026-04-28 10:00:03,silver,BẠC MỸ NGHỆ CÓ THỂ ĐẶT MUA,Thần Tài Vạn Phúc 999 - 5 lượng,14735000,14070000,https://ancarat.com/san-pham/than-tai-van-phuc-5-luong-999-antique-silver-coin.html
2026-04-28 10:00:03,silver,BẠC MỸ NGHỆ CÓ THỂ ĐẶT MUA,"Năm ngựa: Ngân Mã Vượng Phát 999 - 1 lượng (20,000 bản)",3045000,2810000,https://ancarat.com/san-pham/ngan-ma-vuong-phat-1-luong.html
2026-04-28 10:00:03,silver,BẠC MỸ NGHỆ CÓ THỂ ĐẶT MUA,"Năm ngựa: Song Mã Hưng Thịnh 999 - 1 lượng (20,000 bản)",3045000,2810000,https://ancarat.com/san-pham/song-ma-hung-thinh-1-luong.html
2026-04-28 10:00:03,silver,BẠC MỸ NGHỆ CÓ THỂ ĐẶT MUA,"Năm ngựa: Mã Đáo Thành Công 999 - 1 lượng (10,000 bản)",3045000,2810000,https://ancarat.com/san-pham/ma-dao-thanh-cong.html
2026-04-28 10:00:03,silver,BẠC MỸ NGHỆ CÓ THỂ ĐẶT MUA,"Năm ngựa: Mã đáo thành công 999 - thanh 10 lượng (5,000 bản)",30080000,28100000,https://ancarat.com/san-pham/ma-dao-thanh-cong-10-luong-999-silver-bar.html
2026-04-28 10:00:03,silver,BẠC MỸ NGHỆ CÓ THỂ ĐẶT MUA,"Huế 999 - miếng 1 lượng (10,000 bản)",3058000,2810000,https://ancarat.com/san-pham/2025-hue-ancient-capital-1-luong-999-silver-bar.html
2026-04-28 10:00:03,silver,BẠC MỸ NGHỆ CÓ THỂ ĐẶT MUA,"Sài Gòn 999 - miếng 1 lượng (10,000  bản)",3058000,2810000,https://ancarat.com/san-pham/ben-thanh-market-1-luong-999-silver-bar.html
2026-04-28 10:00:03,silver,BẠC MỸ NGHỆ CÓ THỂ ĐẶT MUA,"Hà Nội 999 - miếng 1 lượng (10,000 bản)",3058000,2810000,https://ancarat.com/san-pham/hanoi-turtle-tower-1-luong-999-silver-bar.html
2026-04-28 10:00:03,silver,BẠC MỸ NGHỆ CÓ THỂ ĐẶT MUA,"Nam Kim Thành 999 - 1 lượng (10,000 bản)",3045000,2810000,https://ancarat.com/san-pham/nam-kim-thanh-1-luong-999-silver-bar.html
2026-04-28 10:00:03,silver,BẠC MỸ NGHỆ CÓ THỂ ĐẶT MUA,"Bitcoin 999 - xu 1 lượng (10,000 bản)",3045000,2810000,https://ancarat.com/san-pham/bitcoin-1-luong-999-silver-coin.html
2026-04-28 10:00:03,silver,BẠC MỸ NGHỆ CÓ THỂ ĐẶT MUA,"Phật Quang Phổ Chiếu .999 antique silver coin - 1 oz (5,000 bản)",3058000,2810000,https://ancarat.com/san-pham/phat-quang-pho-chieu-1-troy-ounce-999-antique-silver-coin.html
2026-04-28 10:00:03,silver,BẠC MỸ NGHỆ CÓ THỂ ĐẶT MUA,12 con giáp 999 - xu 1 chỉ,411000,281000,https://ancarat.com/san-pham/xu-bac-12-con-giap-1-chi-999.html
2026-04-28 10:00:03,silver,BẠC CHỦ ĐỀ QUÀ TẶNG NĂM MỚI,Set Tố Nữ 4 cô bạc 999 - 4 lượng (5000 bản),12232000,11240000,https://ancarat.com/san-pham/to-nu-set-4-mieng-1-luong-mieng.html
2026-04-28 10:00:03,silver,BẠC CHỦ ĐỀ QUÀ TẶNG NĂM MỚI,"Hoa Khai Phú Quý 999 - miếng 1 lượng (10,000 bản)",3058000,2810000,https://ancarat.com/san-pham/hoa-khai-phu-quy-1-luong-999-silver-bar-1.html
2026-04-28 10:00:03,silver,BẠC CHỦ ĐỀ QUÀ TẶNG NĂM MỚI,"Set quà cuối năm 2025 Lân * Sư * Rồng - 15 lượng (1,000 bản)",43580000,42075000,https://giabac.ancarat.com
2026-04-28 10:00:03,silver,BẠC CHỦ ĐỀ QUÀ TẶNG NĂM MỚI,"2025 Year of The Snake 1 lượng .999 Silver Bar (10,000 bản)",3058000,2810000,https://ancarat.com/san-pham/2025-year-of-the-snake-1-luong-999-silver-bar.html
2026-04-28 10:00:03,silver,BẠC CHỦ ĐỀ QUÀ TẶNG GIÁNG SINH,Bộ sưu tập Noel 999 bản trắng - 1 lượng,2892000,2814000,"https://anmint.vn/shop/bm28-xu-bac-nguoi-tuyet-va-cay-thong-1-luong-999-2686?attribute_value=4-11#attribute_values=5,11,14,33,34,35,37,38,42"
2026-04-28 10:00:03,silver,BẠC CHỦ ĐỀ QUÀ TẶNG GIÁNG SINH,Noel Người Tuyết 999 bản màu gồm hộp - 1 lượng,3072000,2814000,"https://anmint.vn/shop/xu-bac-nguoi-tuyet-va-cay-thong-1-luong-999-2686?attribute_value=4-11#attribute_values=5,11,14,33,34,35,37,38,42"
2026-04-28 10:00:03,silver,BẠC CHỦ ĐỀ QUÀ TẶNG GIÁNG SINH,Ông Già Noel 999 bản màu gồm hộp đựng - 1 lượng,3072000,2814000,"https://anmint.vn/shop/xu-bac-cau-be-banh-gung-1-luong-999-2687#attribute_values=5,11,14,33,34,35,38,37"
2026-04-28 10:00:03,silver,BẠC CHỦ ĐỀ QUÀ TẶNG GIÁNG SINH,Noel Cậu Bé Bánh Gừng 999 bản màu gồm hộp đựng - 1 lượng,3072000,2814000,"https://anmint.vn/shop/xu-bac-cau-be-banh-gung-1-luong-999-2687#attribute_values=5,11,14,33,34,35,38,37"
2026-04-28 10:00:03,silver,BẠC TÍCH TRỮ NGƯNG PHÁT HÀNH MỚI,"Bạch Lân Thịnh Vượng 2025 999 - 1 lượng (20,000 bản)",2897000,2814000,https://ancarat.com/san-pham/bach-lan-thinh-vuong-1-luong-999-silver-bar.html
